"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"3148",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6853,41,NA,"S2","2376 83RD   STREET                       ","            ",11214,2,1,3,"3,000","1,840",1925,1,"S2","$830,000",2013-07-11,830000,1840,3000,0
"3151",3,"BENSONHURST              ","02  TWO FAMILY HOMES                        ","1",6859,16,NA,"B3","2426 85TH   STREET                       ","            ",11214,2,0,2,"3,000","1,986",1925,1,"B3","$417,000",2013-02-21,417000,1986,3000,0
"3158",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",5569,30,NA,"C0","1856 67TH   STREET                       ","            ",11204,3,0,3,"2,000","3,492",1925,1,"C0","$770,000",2013-04-15,770000,3492,2000,0
"3160",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",5574,17,NA,"C0","1552 68 STREET                           ","            ",11219,3,0,3,"2,000","2,488",1910,1,"C0","$730,000",2013-05-15,730000,2488,2000,0
"3161",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",5574,44,NA,"C0","1555 BAY RIDGE AVENUE                    ","            ",11219,3,0,3,"4,000","2,241",1910,1,"C0","$810,000",2013-04-17,810000,2241,4000,0
"3164",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",5762,51,NA,"C0","1459 67TH STREET                         ","            ",11219,3,0,3,"2,000","3,120",1986,1,"C0","$900,000",2012-11-28,9e+05,3120,2000,0
"3165",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",5769,5,NA,"C0","6719 14TH   AVENUE                       ","            ",11219,3,0,3,"2,000","3,000",1910,1,"C0","$500,000",2012-10-23,5e+05,3000,2000,0
"3168",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6169,8,NA,"C0","7005 15TH   AVENUE                       ","            ",11228,3,0,3,"2,000","2,980",1960,1,"C0","$570,000",2013-05-24,570000,2980,2000,0
"3169",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6180,50,NA,"C0","1539 72ND STREET                         ","            ",11228,3,0,3,"4,000","2,294",1925,1,"C0","$937,000",2013-01-04,937000,2294,4000,0
"3170",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6182,36,NA,"C0","1774 71ST STREET                         ","            ",11204,3,0,3,"2,400","2,400",1930,1,"C0","$995,000",2012-10-15,995000,2400,2400,0
"3172",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6182,72,NA,"C0","1727 72ND   STREET                       ","            ",11204,3,0,3,"3,042","2,728",1935,1,"C0","$949,500",2012-12-14,949500,2728,3042,0
"3177",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6196,72,NA,"C0","2013 73RD   STREET                       ","            ",11204,3,0,3,"2,500","4,500",1930,1,"C0","$710,000",2012-11-08,710000,4500,2500,0
"3182",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6205,57,NA,"C0","1861 74TH   STREET                       ","            ",11204,3,0,3,"2,750","3,960",1930,1,"C0","$995,000",2012-12-03,995000,3960,2750,0
"3184",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6214,52,NA,"C0","1678 74TH   STREET                       ","            ",11204,3,0,3,"1,800","2,244",1925,1,"C0","$610,000",2013-06-06,610000,2244,1800,0
"3185",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6215,76,NA,"C0","1721 BAY RIDGE PARKWAY                   ","            ",11204,3,0,3,"1,817","2,000",1920,1,"C0","$300,000",2012-10-17,3e+05,2000,1817,0
"3186",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6223,42,NA,"C0","7506 15TH   AVENUE                       ","            ",11228,3,0,3,"1,800","2,040",1925,1,"C0","$650,000",2012-10-03,650000,2040,1800,0
"3194",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6248,85,NA,"C0","1703 78TH STREET                         ","            ",11214,3,0,3,"2,000","2,472",1915,1,"C0","$720,000",2013-06-07,720000,2472,2000,0
"3199",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6259,9,NA,"C0","1608 78TH   STREET                       ","            ",11214,3,0,3,"2,533","3,900",1920,1,"C0","$1,120,000",2013-06-11,1120000,3900,2533,0
"3203",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6263,1,NA,"C0","7821 20TH AVENUE                         ","            ",11214,3,0,3,"3,500","3,248",1920,1,"C0","$105,500",2013-02-08,105500,3248,3500,0
"3205",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6264,19,NA,"C0","2134 78TH STREET                         ","            ",11214,3,0,3,"2,500","2,640",1920,1,"C0","$930,000",2013-07-09,930000,2640,2500,0
"3207",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6289,45,NA,"C0","2279 81ST STREET                         ","            ",11214,3,0,3,"3,267","2,776",1955,1,"C0","$800,000",2012-12-18,8e+05,2776,3267,0
"3209",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6289,47,NA,"C0","2275 81ST STREET                         ","            ",11214,3,0,3,"3,267","2,776",1955,1,"C0","$400,000",2012-12-18,4e+05,2776,3267,0
"3215",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6304,23,NA,"C0","1448 82ND STREET                         ","            ",11228,3,0,3,"2,500","2,400",1935,1,"C0","$990,000",2012-12-28,990000,2400,2500,0
"3216",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6311,9,NA,"C0","1510 83RD   STREET                       ","            ",11228,3,0,3,"2,000","1,800",1945,1,"C0","$620,000",2012-10-26,620000,1800,2000,0
"3220",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6316,15,NA,"C0","1920-1922 82ND STREET                    ","            ",11214,3,0,3,"3,000","3,190",1940,1,"C0","$833,000",2012-12-27,833000,3190,3000,0
"3221",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6316,77,NA,"C0","1905 83RD STREET                         ","            ",11214,3,0,3,"2,000","2,575",1950,1,"C0","$158,000",2013-03-22,158000,2575,2000,0
"3222",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6318,17,NA,"C0","2124 82ND STREET                         ","            ",11214,3,0,3,"2,000","4,211",1940,1,"C0","$810,000",2013-03-29,810000,4211,2000,0
"3223",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6319,65,NA,"C0","2235 83RD STREET                         ","3",11214,3,0,3,"3,000","3,330",1987,1,"C0","$996,000",2012-12-27,996000,3330,3000,0
"3224",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6325,43,NA,"C0","1684 84TH   STREET                       ","            ",11214,3,0,3,"2,600","3,000",1899,1,"C0","$757,000",2013-05-07,757000,3000,2600,0
"3228",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6332,65,NA,"C0","1827 85TH STREET                         ","            ",11214,3,0,3,"4,000","3,173",1910,1,"C0","$875,000",2012-12-17,875000,3173,4000,0
"3229",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6333,58,NA,"C0","1947 85TH   STREET                       ","            ",11214,3,0,3,"3,000","3,496",1970,1,"C0","$1,030,000",2013-03-05,1030000,3496,3000,0
"3230",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6335,56,NA,"C0","2155 85TH   STREET                       ","            ",11214,3,0,3,"3,000","4,360",1965,1,"C0","$1,100,000",2012-12-20,1100000,4360,3000,0
"3231",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6336,67,NA,"C0","2223 85TH STREET                         ","            ",11214,3,0,3,"3,000","3,327",1965,1,"C0","$450,000",2012-11-20,450000,3327,3000,0
"3232",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6336,71,NA,"C0","2215 85TH STREET                         ","            ",11214,3,0,3,"2,000","3,170",1930,1,"C0","$976,000",2013-02-06,976000,3170,2000,0
"3236",3,"BENSONHURST              ","03  THREE FAMILY HOMES                      ","1",6851,49,NA,"C0","2369 83RD STREET                         ","            ",11214,3,0,3,"4,000","3,193",1910,1,"C0","$990,000",2013-04-04,990000,3193,4000,0
"3416",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8366,54,NA,"A9","14 BERGEN BEACH PLACE                    ","            ",11234,1,0,1,"2,882","1,750",1996,1,"A9","$430,000",2013-04-29,430000,1750,2882,0
"3418",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8366,125,NA,"A9","18 GEORGETOWN LANE                       ","            ",11234,1,0,1,"2,678","1,650",1996,1,"A9","$540,000",2013-05-14,540000,1650,2678,0
"3419",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8366,143,NA,"A5","6612 AVENUE M                            ","            ",11234,1,0,1,"2,225","2,214",2002,1,"A5","$520,000",2013-03-25,520000,2214,2225,0
"3421",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8391,43,NA,"A5","1416 EAST 70TH STREET                    ","            ",11234,1,0,1,"2,600","1,683",1975,1,"A5","$516,250",2013-05-21,516250,1683,2600,0
"3422",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8392,48,NA,"A5","1432 EAST 71ST   STREET                  ","            ",11234,1,0,1,"2,450","1,504",1984,1,"A5","$550,000",2013-07-02,550000,1504,2450,0
"3424",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8409,172,NA,"A1","2064 EAST 68TH STREET                    ","            ",11234,1,0,1,"2,342","1,456",1975,1,"A1","$575,000",2013-06-14,575000,1456,2342,0
"3425",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8410,31,NA,"A5","6918 AVENUE T                            ","            ",11234,1,0,1,"2,400","1,296",1965,1,"A5","$525,000",2013-01-24,525000,1296,2400,0
"3426",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8410,35,NA,"A5","2022 EAST 70TH   STREET                  ","            ",11234,1,0,1,"3,135","1,710",1970,1,"A5","$490,000",2012-08-27,490000,1710,3135,0
"3427",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8411,42,NA,"A1","2042 EAST 71 STREET                      ","            ",11234,1,0,1,"2,000","1,267",1925,1,"A1","$382,000",2013-01-14,382000,1267,2000,0
"3428",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8411,66,NA,"A5","2011 EAST 70TH STREET                    ","            ",11234,1,0,1,"2,802","1,881",1965,1,"A5","$380,000",2013-06-03,380000,1881,2802,0
"3430",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8412,12,NA,"A5","2067 EAST 71 STREET                      ","            ",11234,1,0,1,"2,999","1,716",1960,1,"A5","$462,000",2013-05-29,462000,1716,2999,0
"3432",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8413,9,NA,"A5","7203 AVENUE U                            ","            ",11234,1,0,1,"2,700","1,905",1960,1,"A5","$520,000",2013-03-26,520000,1905,2700,0
"3435",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8414,57,NA,"A9","2038 EAST 74TH STREET                    ","            ",11234,1,0,1,"2,000","1,064",1925,1,"A9","$400,000",2013-03-19,4e+05,1064,2000,0
"3436",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8415,22,NA,"A9","2045 EAST 74TH STREET                    ","            ",11234,1,0,1,"2,000","1,092",1925,1,"A9","$398,500",2013-08-02,398500,1092,2000,0
"3438",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8435,47,NA,"A5","2124 BERGEN AVENUE                       ","            ",11234,1,0,1,"2,525","1,665",1970,1,"A5","$437,000",2012-11-30,437000,1665,2525,0
"3439",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8439,20,NA,"A5","2239 EAST 70TH STREET                    ","            ",11234,1,0,1,"2,700","1,831",1960,1,"A5","$555,000",2012-08-01,555000,1831,2700,0
"3441",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8439,35,NA,"A5","2215 EAST 70TH   STREET                  ","            ",11234,1,0,1,"2,550","1,683",1960,1,"A5","$537,500",2013-05-30,537500,1683,2550,0
"3444",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8440,52,NA,"A2","2230 EAST 72 STREET                      ","            ",11234,1,0,1,"4,000","2,080",1955,1,"A2","$837,000",2013-06-10,837000,2080,4000,0
"3450",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8448,71,NA,"A5","2380 EAST 71 STREET                      ","            ",11234,1,0,1,"2,717","1,998",1970,1,"A5","$650,000",2013-07-08,650000,1998,2717,0
"3452",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8449,53,NA,"A1","2332 EAST 72ND   STREET                  ","            ",11234,1,0,1,"2,500","1,836",1965,1,"A1","$620,000",2012-09-27,620000,1836,2500,0
"3456",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8456,18,NA,"A5","2431 EAST 69 STREET                      ","            ",11234,1,0,1,"2,333","2,030",2006,1,"A5","$570,000",2013-04-11,570000,2030,2333,0
"3457",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8456,32,NA,"A5","2404 EAST 70TH   STREET                  ","            ",11234,1,0,1,"2,483","1,440",1984,1,"A5","$355,000",2013-02-06,355000,1440,2483,0
"3458",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8457,21,NA,"A1","2425 EAST 70TH STREET                    ","            ",11234,1,0,1,"2,475","2,172",1975,1,"A1","$608,000",2012-09-04,608000,2172,2475,0
"3460",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8459,14,NA,"A5","2441 EAST 72ND STREET                    ","            ",11234,1,0,1,"2,500","1,649",1980,1,"A5","$476,000",2012-12-20,476000,1649,2500,0
"3462",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8460,36,NA,"A2","2414 EAST 74TH STREET                    ","            ",11234,1,0,1,"4,000","1,968",1960,1,"A2","$790,000",2013-05-24,790000,1968,4000,0
"3463",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8460,36,NA,"A2","2414 EAST 74TH STREET                    ","            ",11234,1,0,1,"4,000","1,968",1960,1,"A2","$775,000",2012-10-03,775000,1968,4000,0
"3464",3,"BERGEN BEACH             ","01  ONE FAMILY HOMES                        ","1",8460,41,NA,"A1","2424 EAST 74TH   STREET                  ","            ",11234,1,0,1,"5,000","3,750",1970,1,"A1","$955,000",2012-12-13,955000,3750,5000,0
"3467",3,"BERGEN BEACH             ","02  TWO FAMILY HOMES                        ","1",8350,11,NA,"B9","1151 EAST 72ND   STREET                  ","            ",11234,2,0,2,"3,008","3,135",1970,1,"B9","$709,000",2012-10-03,709000,3135,3008,0
"3470",3,"BERGEN BEACH             ","02  TWO FAMILY HOMES                        ","1",8353,34,NA,"B9","1264 EAST 68TH STREET                    ","            ",11234,2,0,2,"2,787","1,998",1970,1,"B9","$450,000",2013-06-07,450000,1998,2787,0
"3475",3,"BERGEN BEACH             ","02  TWO FAMILY HOMES                        ","1",8359,59,NA,"B9","1248 EAST 73RD   STREET                  ","            ",11234,2,0,2,"2,177","3,013",1970,1,"B9","$608,000",2013-04-19,608000,3013,2177,0
"3476",3,"BERGEN BEACH             ","02  TWO FAMILY HOMES                        ","1",8359,71,NA,"B9","7225 AVENUE M                            ","            ",11234,2,0,2,"2,121","2,509",1970,1,"B9","$570,000",2012-09-20,570000,2509,2121,0
"3477",3,"BERGEN BEACH             ","02  TWO FAMILY HOMES                        ","1",8369,156,NA,"B2","7026 AVENUE M                            ","            ",11234,2,0,2,"3,446","2,704",2001,1,"B2","$729,000",2013-07-02,729000,2704,3446,0
