"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"12756",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7769,68,NA,"A5","1784 TROY AVENUE                         ","            ",11234,1,0,1,"1,900","1,120",1925,1,"A5","$350,000",2013-04-18,350000,1120,1900,0
"12757",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7770,16,NA,"A9","1795 TROY AVENUE                         ","            ",11234,1,0,1,"1,600","1,263",1935,1,"A9","$270,000",2012-09-05,270000,1263,1600,0
"12758",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7770,29,NA,"A9","1763 TROY AVENUE                         ","            ",11234,1,0,1,"2,000","2,294",1935,1,"A9","$420,000",2012-08-30,420000,2294,2000,0
"12759",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7770,59,NA,"A2","4557 KINGS HIGHWAY                       ","            ",11234,1,0,1,"4,000","3,579",1940,1,"A2","$579,000",2012-10-22,579000,3579,4000,0
"12760",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7786,33,NA,"A5","3806 AVENUE J                            ","            ",11210,1,0,1,"2,000","2,636",1915,1,"A5","$375,000",2013-05-30,375000,2636,2000,0
"12761",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7788,35,NA,"S1","4012 AVENUE J                            ","            ",11210,1,1,2,"2,000","2,720",1931,1,"S1","$280,000",2012-12-24,280000,2720,2000,0
"12762",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7788,54,NA,"A1","1910 ALBANY AVENUE                       ","            ",11210,1,0,1,"2,200","1,302",1925,1,"A1","$322,000",2013-06-18,322000,1302,2200,0
"12765",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7792,70,NA,"A5","4417 KINGS HIGHWAY                       ","            ",11234,1,0,1,"1,332","1,080",1955,1,"A5","$335,000",2013-03-04,335000,1080,1332,0
"12768",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7813,2,NA,"A5","4021 KINGS HIGHWAY                       ","            ",11234,1,0,1,"3,948","1,708",1935,1,"A5","$375,000",2013-04-30,375000,1708,3948,0
"12770",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7813,27,NA,"A9","1235 EAST 40TH STREET                    ","            ",11210,1,0,1,"4,185","1,236",1940,1,"A9","$250,000",2013-04-17,250000,1236,4185,0
"12772",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7813,125,NA,"A2","4103 KINGS HIGHWAY                       ","            ",11234,1,0,1,"1,760","1,708",1935,1,"A2","$553,500",2013-01-10,553500,1708,1760,0
"12773",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7905,47,NA,"A5","366 EAST 58TH STREET                     ","            ",11203,1,0,1,"1,600","1,216",1940,1,"A5","$129,000",2013-01-30,129000,1216,1600,0
"12777",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7930,121,NA,"A5","5521 WHITTY LANE                         ","            ",11203,1,0,1,"1,710","1,872",1940,1,"A5","$335,000",2012-12-18,335000,1872,1710,0
"12778",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7949,73,NA,"A5","5393 KINGS HIGHWAY                       ","            ",11203,1,0,1,"2,523","2,070",1940,1,"A5","$420,000",2013-04-29,420000,2070,2523,0
"12779",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7949,73,NA,"A5","5393 KINGS HIGHWAY                       ","            ",11203,1,0,1,"2,523","2,070",1940,1,"A5","$225,000",2013-02-07,225000,2070,2523,0
"12780",3,"FLATBUSH-EAST            ","01  ONE FAMILY HOMES                        ","1",7971,39,NA,"A5","894 EAST 54TH ST                         ","            ",11234,1,0,1,"2,067","2,155",1950,1,"A5","$210,000",2013-05-01,210000,2155,2067,0
"12781",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4675,19,NA,"S2","828 UTICA AVENUE                         ","            ",11203,2,1,3,"2,000","2,720",1931,1,"S2","$330,000",2013-06-13,330000,2720,2000,0
"12782",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4678,3,NA,"B1","802 LINDEN BOULEVARD                     ","            ",11203,2,0,2,"1,980","1,757",1945,1,"B1","$412,000",2013-02-15,412000,1757,1980,0
"12783",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4678,51,NA,"B1","335 EAST 52ND   STREET                   ","            ",11203,2,0,2,"2,000","3,090",1910,1,"B1","$530,000",2013-07-26,530000,3090,2000,0
"12786",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4695,47,NA,"B3","925 SCHENECTADY AVENUE                   ","            ",11203,2,0,2,"2,000","1,300",1920,1,"B3","$385,000",2013-07-03,385000,1300,2000,0
"12787",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4695,47,NA,"B3","925 SCHENECTADY AVENUE                   ","            ",11203,2,0,2,"2,000","1,300",1920,1,"B3","$250,000",2012-12-03,250000,1300,2000,0
"12788",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4696,34,NA,"B2","4815 SNYDER AVENUE                       ","            ",11203,2,0,2,"2,000","1,920",1920,1,"B2","$495,000",2013-05-28,495000,1920,2000,0
"12789",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4696,34,NA,"B2","4815 SNYDER AVENUE                       ","            ",11203,2,0,2,"2,000","1,920",1920,1,"B2","$225,000",2012-08-29,225000,1920,2000,0
"12792",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4700,52,NA,"B3","403 EAST 52ND STREET                     ","            ",11203,2,0,2,"2,000","2,090",1920,1,"B3","$356,000",2012-12-21,356000,2090,2000,0
"12793",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4701,49,NA,"B1","369 EAST 53RD STREET                     ","            ",11203,2,0,2,"2,000","1,640",1960,1,"B1","$395,000",2012-12-27,395000,1640,2000,0
"12796",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4707,46,NA,"B3","924 RALPH AVENUE                         ","            ",11236,2,0,2,"2,650","2,133",1940,1,"B3","$429,000",2012-09-06,429000,2133,2650,0
"12797",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4719,6,NA,"B1","4714 SNYDER AVENUE                       ","            ",11203,2,0,2,"2,200","1,966",1940,1,"B1","$260,000",2013-03-25,260000,1966,2200,0
"12802",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4724,59,NA,"B1","455 EAST 52 STREET                       ","            ",11203,2,0,2,"2,950","3,900",1925,1,"B1","$520,000",2012-12-13,520000,3900,2950,0
"12808",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4731,53,NA,"B1","1038 RALPH AVENUE                        ","            ",11236,2,0,2,"2,000","2,130",1940,1,"B1","$445,000",2013-01-29,445000,2130,2000,0
"12809",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4731,60,NA,"B1","1058 RALPH AVENUE                        ","            ",11236,2,0,2,"2,217","1,715",1940,1,"B1","$345,000",2013-05-20,345000,1715,2217,0
"12811",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4738,44,NA,"B3","523 EAST 53RD   STREET                   ","            ",11203,2,0,2,"2,400","2,536",1920,1,"B3","$376,000",2013-03-01,376000,2536,2400,0
"12814",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4768,30,NA,"B3","760 EAST 48TH   STREET                   ","            ",11203,2,0,2,"2,333","1,600",1925,1,"B3","$499,950",2013-03-19,499950,1600,2333,0
"12815",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4768,30,NA,"B3","760 EAST 48TH STREET                     ","            ",11203,2,0,2,"2,333","1,600",1925,1,"B3","$260,000",2012-10-24,260000,1600,2333,0
"12816",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4772,4,NA,"B1","5110 CLARENDON ROAD                      ","            ",11203,2,0,2,"3,050","2,115",1945,1,"B1","$530,000",2013-06-27,530000,2115,3050,0
"12817",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4774,66,NA,"B2","643 EAST 53RD   STREET                   ","            ",11203,2,0,2,"2,000","2,320",1935,1,"B2","$511,000",2012-12-03,511000,2320,2000,0
"12818",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4775,36,NA,"B1","5475 KINGS HIGHWAY                       ","            ",11203,2,0,2,"1,440","2,266",1940,1,"B1","$45,000",2013-07-01,45000,2266,1440,0
"12819",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4776,62,NA,"B1","597 E. 55TH STREET                       ","            ",11203,2,0,2,"2,150","1,740",1940,1,"B1","$350,000",2013-06-28,350000,1740,2150,0
"12820",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4776,85,NA,"B1","549 EAST 55TH STREET                     ","            ",11203,2,0,2,"1,800","1,929",1940,1,"B1","$367,000",2013-04-04,367000,1929,1800,0
"12821",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4781,7,NA,"S2","5016 AVENUE D                            ","            ",11203,2,1,3,"1,600","2,640",1931,1,"S2","$325,000",2012-11-26,325000,2640,1600,0
"12822",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4781,14,NA,"B2","798 EAST 51 STREET                       ","            ",11203,2,0,2,"2,000","1,600",1930,1,"B2","$490,000",2012-11-26,490000,1600,2000,0
"12823",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4783,68,NA,"B3","929 EAST 48TH   STREET                   ","            ",11203,2,0,2,"2,025","2,055",1920,1,"B3","$165,000",2013-03-22,165000,2055,2025,0
"12824",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4870,26,NA,"B1","222 EAST 34TH STREET                     ","            ",11203,2,0,2,"2,000","3,192",1910,1,"B1","$510,000",2012-10-22,510000,3192,2000,0
"12825",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4871,13,NA,"B3","118 EAST 35TH   STREET                   ","            ",11203,2,0,2,"1,980","1,530",1920,1,"B3","$200,000",2013-02-07,2e+05,1530,1980,0
"12826",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4871,37,NA,"S2","3407 CHURCH AVENUE                       ","            ",11203,2,1,3,"2,000","3,600",1928,1,"S2","$640,000",2012-08-30,640000,3600,2000,0
"12827",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4871,51,NA,"B2","211 EAST 34 ST                           ","            ",11203,2,0,2,"2,000","3,120",1910,1,"B2","$2,500",2012-12-28,2500,3120,2000,0
"12829",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4876,160,NA,"B2","191 EAST 39TH STREET                     ","            ",11203,2,0,2,"2,000","2,120",1915,1,"B2","$525,000",2013-05-10,525000,2120,2000,0
"12830",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4876,160,NA,"B2","191 EAST 39TH STREET                     ","            ",11203,2,0,2,"2,000","2,120",1915,1,"B2","$280,000",2012-10-17,280000,2120,2000,0
"12831",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4877,39,NA,"S2","4009 CHURCH AVENUE                       ","            ",11203,2,1,3,"1,926","2,200",1930,1,"S2","$400,000",2013-05-02,4e+05,2200,1926,0
"12832",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4877,39,NA,"S2","4009 CHURCH AVENUE                       ","            ",11203,2,1,3,"1,926","2,200",1930,1,"S2","$300,000",2012-11-02,3e+05,2200,1926,0
"12834",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4879,44,NA,"B1","157 EAST 42ND STREET                     ","            ",11203,2,0,2,"4,000","2,250",1920,1,"B1","$445,000",2013-03-08,445000,2250,4000,0
"12837",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4886,61,NA,"B2","21 EAST 32ND   STREET                    ","            ",11226,2,0,2,"2,050","2,004",1915,1,"B2","$300,000",2013-02-05,3e+05,2004,2050,0
"12838",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4889,33,NA,"B3","3519 SNYDER AVENUE                       ","            ",11203,2,0,2,"1,560","1,456",1910,1,"B3","$399,000",2012-12-18,399000,1456,1560,0
"12839",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4891,27,NA,"B9","296 EAST 38TH STREET                     ","            ",11203,2,0,2,"2,000","2,400",1920,1,"B9","$483,600",2013-06-21,483600,2400,2000,0
"12840",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4891,27,NA,"B9","296 EAST 38TH   STREET                   ","            ",11203,2,0,2,"2,000","2,400",1920,1,"B9","$240,000",2012-08-15,240000,2400,2000,0
"12844",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4896,55,NA,"B2","207 EAST 42ND STREET                     ","            ",11203,2,0,2,"4,000","2,424",1915,1,"B2","$300,000",2013-04-05,3e+05,2424,4000,0
"12846",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4901,43,NA,"B1","1605 NOSTRAND AVENUE                     ","            ",11226,2,0,2,"1,950","3,135",1899,1,"B1","$400,000",2013-01-21,4e+05,3135,1950,0
"12847",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4901,43,NA,"B1","1605 NOSTRAND AVENUE                     ","            ",11226,2,0,2,"1,950","3,135",1899,1,"B1","$275,500",2012-09-21,275500,3135,1950,0
"12848",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4902,28,NA,"B1","124 EAST 32ND STREET                     ","            ",11226,2,0,2,"2,000","2,080",1910,1,"B1","$566,000",2012-12-18,566000,2080,2000,0
"12850",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4903,5,NA,"B1","3214 SNYDER AVENUE                       ","            ",11226,2,0,2,"2,137","3,192",1899,1,"B1","$470,000",2012-10-25,470000,3192,2137,0
"12851",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4914,20,NA,"B2","984 SCHENECTADY AVENUE                   ","            ",11203,2,0,2,"4,000","1,888",1920,1,"B2","$445,000",2012-09-13,445000,1888,4000,0
"12852",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4915,43,NA,"S2","1665 NOSTRAND AVENUE                     ","            ",11226,2,1,3,"2,000","3,300",1931,1,"S2","$566,500",2013-03-14,566500,3300,2000,0
"12853",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4915,43,NA,"S2","1665 NOSTRAND AVENUE                     ","            ",11226,2,1,3,"2,000","3,300",1931,1,"S2","$455,000",2012-10-09,455000,3300,2000,0
"12855",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4917,50,NA,"B1","195 EAST 32ND STREET                     ","            ",11226,2,0,2,"2,000","2,184",1910,1,"B1","$430,000",2013-05-02,430000,2184,2000,0
"12857",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4918,6,NA,"B2","3314 TILDEN AVENUE                       ","            ",11203,2,0,2,"1,922","1,752",1910,1,"B2","$406,000",2012-11-19,406000,1752,1922,0
"12858",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4919,35,NA,"B2","3409 BEVERLY ROAD                        ","            ",11203,2,0,2,"2,153","2,430",1910,1,"B2","$475,000",2013-06-07,475000,2430,2153,0
"12859",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4930,29,NA,"B2","280 EAST 31ST   STREET                   ","            ",11226,2,0,2,"4,000","4,244",1930,1,"B2","$400,000",2012-12-27,4e+05,4244,4000,0
"12860",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4934,46,NA,"B2","517 EAST 34TH   STREET                   ","            ",11203,2,0,2,"4,000","2,235",1930,1,"B2","$445,000",2013-05-24,445000,2235,4000,0
"12863",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4947,60,NA,"B3","1819 NOSTRAND AVENUE                     ","            ",11226,2,0,2,"2,000","1,696",1910,1,"B3","$190,000",2013-04-11,190000,1696,2000,0
"12865",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4947,77,NA,"S2","1775 NOSTRAND AVENUE                     ","            ",11226,2,1,3,"2,000","3,300",1920,1,"S2","$427,000",2013-02-13,427000,3300,2000,0
"12866",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4948,10,NA,"B2","3120 CLARENDON ROAD                      ","            ",11226,2,0,2,"2,500","2,860",1925,1,"B2","$400,000",2013-06-14,4e+05,2860,2500,0
"12867",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4948,12,NA,"B1","314 EAST 32ND   STREET                   ","            ",11226,2,0,2,"2,000","2,140",1899,1,"B1","$490,000",2013-05-01,490000,2140,2000,0
"12868",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4948,17,NA,"B1","326 EAST 32 STREET                       ","            ",11226,2,0,2,"2,000","3,210",1899,1,"B1","$457,500",2012-08-03,457500,3210,2000,0
"12869",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4948,33,NA,"B1","362 EAST 32 STREET                       ","            ",11226,2,0,2,"2,000","2,000",1899,1,"B1","$500,000",2012-09-14,5e+05,2000,2000,0
"12871",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4949,84,NA,"B2","311 EAST 32ND   STREET                   ","            ",11226,2,0,2,"2,050","2,750",1931,1,"B2","$515,625",2012-11-29,515625,2750,2050,0
"12874",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4950,51,NA,"B2","1297 NEW YORK AVENUE                     ","            ",11203,2,0,2,"2,858","2,720",1920,1,"B2","$465,000",2013-07-01,465000,2720,2858,0
"12878",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4952,9,NA,"B1","3520 CLARENDON ROAD                      ","            ",11203,2,0,2,"2,000","2,655",1920,1,"B1","$355,000",2013-02-21,355000,2655,2000,0
"12879",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4953,50,NA,"B2","3601 AVENUE D                            ","            ",11203,2,0,2,"1,710","1,408",1925,1,"B2","$395,000",2013-08-02,395000,1408,1710,0
"12880",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4953,50,NA,"B2","3601 AVENUE D                            ","            ",11203,2,0,2,"1,710","1,408",1925,1,"B2","$145,000",2012-08-28,145000,1408,1710,0
"12881",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4954,67,NA,"B1","589 EAST 37TH STREET                     ","            ",11203,2,0,2,"2,000","2,240",1910,1,"B1","$367,000",2013-06-27,367000,2240,2000,0
"12883",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4956,54,NA,"B1","621 E 39TH ST                            ","            ",11203,2,0,2,"2,550","2,680",1920,1,"B1","$265,000",2013-05-20,265000,2680,2550,0
"12884",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4956,70,NA,"B2","581 EAST 39TH   STREET                   ","            ",11203,2,0,2,"2,000","1,440",1920,1,"B2","$500",2013-02-08,500,1440,2000,0
"12889",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4970,27,NA,"B2","690 EAST 37TH   STREET                   ","            ",11203,2,0,2,"2,600","2,520",1925,1,"B2","$270,000",2012-12-07,270000,2520,2600,0
"12893",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4973,62,NA,"B3","697 EAST 39TH   STREET                   ","            ",11203,2,0,2,"4,000","1,998",1899,1,"B3","$520,000",2013-02-02,520000,1998,4000,0
"12895",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4985,79,NA,"B1","687 E 38TH STREET                        ","            ",11210,2,0,2,"1,600","1,824",1940,1,"B1","$325,000",2012-10-04,325000,1824,1600,0
"12897",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4986,17,NA,"B3","692 EAST 40TH STREET                     ","            ",11210,2,0,2,"1,600","1,824",1940,1,"B3","$180,000",2013-03-27,180000,1824,1600,0
"12899",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4990,20,NA,"B3","1386 TROY AVENUE                         ","            ",11203,2,0,2,"1,783","2,040",1940,1,"B3","$385,000",2013-01-07,385000,2040,1783,0
"12901",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4990,25,NA,"B1","1400 TROY AVENUE                         ","            ",11203,2,0,2,"1,783","1,938",1940,1,"B1","$392,700",2013-05-10,392700,1938,1783,0
"12902",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4990,42,NA,"B1","1438 TROY AVENUE                         ","            ",11203,2,0,2,"1,783","1,938",1940,1,"B1","$404,790",2012-09-27,404790,1938,1783,0
"12904",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4991,3,NA,"B1","4406 FOSTER                              ","            ",11203,2,0,2,"1,792","1,938",1930,1,"B1","$153,787",2012-10-22,153787,1938,1792,0
"12906",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",4995,6,NA,"B2","3111 FARRAGUT ROAD                       ","            ",11210,2,0,2,"3,500","2,308",1915,1,"B2","$495,000",2013-01-28,495000,2308,3500,0
"12908",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",5006,20,NA,"B2","655 EAST 31ST   STREET                   ","            ",11210,2,0,2,"2,000","2,130",1925,1,"B2","$340,000",2013-05-07,340000,2130,2000,0
"12910",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",5007,25,NA,"B2","639 EAST 32ND   STREET                   ","            ",11210,2,0,2,"4,100","2,400",1920,1,"B2","$405,000",2013-07-08,405000,2400,4100,0
"12911",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",5007,70,NA,"B3","1560 NEW YORK AVENUE                     ","            ",11210,2,0,2,"4,100","2,170",1920,1,"B3","$547,000",2013-01-15,547000,2170,4100,0
"12913",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",5010,68,NA,"B2","1560 BROOKLYN AVENUE                     ","            ",11210,2,0,2,"2,808","2,640",1935,1,"B2","$550,000",2012-11-16,550000,2640,2808,0
"12914",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",5013,15,NA,"B2","829 EAST 38TH   STREET                   ","            ",11210,2,0,2,"4,000","2,286",1930,1,"B2","$500,000",2012-09-25,5e+05,2286,4000,0
"12916",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7558,29,NA,"S2","1583 FLATBUSH AVENUE                     ","            ",11210,2,1,3,"1,104","2,400",1930,1,"S2","$760,000",2012-12-19,760000,2400,1104,0
"12919",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7563,33,NA,"B2","863 EAST 35TH STREET                     ","            ",11210,2,0,2,"4,000","2,456",1915,1,"B2","$490,000",2013-07-09,490000,2456,4000,0
"12921",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7583,142,NA,"B1","3712 AVENUE H                            ","            ",11210,2,0,2,"3,400","1,828",1935,1,"B1","$470,000",2012-12-26,470000,1828,3400,0
"12922",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7597,46,NA,"S2","1692 FLATBUSH AVENUE                     ","            ",11210,2,1,3,"1,225","2,760",1920,1,"S2","$315,000",2013-05-07,315000,2760,1225,0
"12923",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7598,36,NA,"S2","1740 FLATBUSH AVENUE                     ","            ",11210,2,1,3,"1,600","3,415",1920,1,"S2","$405,000",2013-05-23,405000,3415,1600,0
"12924",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7598,37,NA,"S2","1742 FLATBUSH AVENUE                     ","            ",11210,2,1,3,"1,295","1,980",1920,1,"S2","$659,800",2012-10-15,659800,1980,1295,0
"12932",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7615,63,NA,"B1","1210 EAST 34TH STREET                    ","            ",11210,2,0,2,"2,000","1,792",1935,1,"B1","$466,400",2013-02-12,466400,1792,2000,0
"12933",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7616,10,NA,"B2","3401 AVENUE K                            ","            ",11210,2,0,2,"1,800","2,080",1925,1,"B2","$460,000",2013-01-02,460000,2080,1800,0
"12934",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7617,6,NA,"B1","3511 AVENUE K                            ","            ",11210,2,0,2,"2,700","2,232",1925,1,"B1","$175,750",2012-08-15,175750,2232,2700,0
"12936",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7630,9,NA,"S2","3003 AVENUE L                            ","            ",11210,2,1,3,"1,600","3,200",1927,1,"S2","$700,000",2012-12-26,7e+05,3200,1600,0
"12939",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7636,32,NA,"B2","1091 EAST 36 STREET                      ","            ",11210,2,0,2,"2,200","2,916",1915,1,"B2","$620,000",2013-02-04,620000,2916,2200,0
"12940",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7649,52,NA,"B3","1216 EAST 32ND   STREET                  ","            ",11210,2,0,2,"2,000","1,526",1910,1,"B3","$609,500",2013-03-22,609500,1526,2000,0
"12941",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7652,52,NA,"B3","1310 EAST 35TH STREET                    ","            ",11210,2,0,2,"2,650","1,890",1925,1,"B3","$465,000",2013-06-12,465000,1890,2650,0
"12942",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7668,44,NA,"B2","3210 AVENUE M                            ","            ",11210,2,0,2,"2,200","1,524",1930,1,"B2","$800,000",2013-07-23,8e+05,1524,2200,0
"12943",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7729,5,NA,"B1","4513 AVENUE H                            ","            ",11234,2,0,2,"1,892","1,760",1945,1,"B1","$200,000",2013-03-21,2e+05,1760,1892,0
"12944",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7744,31,NA,"B3","975 EAST 40TH   STREET                   ","            ",11210,2,0,2,"4,000","1,810",1901,1,"B3","$490,000",2013-06-28,490000,1810,4000,0
"12946",3,"FLATBUSH-EAST            ","02  TWO FAMILY HOMES                        ","1",7766,49,NA,"B2","4024 AVENUE I                            ","S           ",11210,2,0,2,"2,438","3,600",1920,1,"B2","$555,000",2013-05-20,555000,3600,2438,0
